"PRODUCTO","TIENDA","DIA","UNIDADES","PRECIO"
"Manzana a granel",24512,"2018-05-30",654,2.99
"Manzana a granel",24512,"2017-08-09",671,2.99
"Manzana a granel",24512,"2019-12-03",783,2.99
"Manzana a granel",24512,"2020-05-29",393,2.99
"Manzana a granel",24512,"2018-02-26",866,2.99
"Manzana a granel",24512,"2018-12-19",615,2.99
"Manzana a granel",24512,"2020-07-18",452,2.99
"Manzana a granel",24512,"2019-05-28",473,2.99
"Manzana a granel",24512,"2018-01-27",793,2.99
"Manzana a granel",24512,"2018-01-13",890,2.99
"Manzana a granel",24512,"2019-07-12",466,2.99
"Manzana a granel",24512,"2018-06-26",674.327,2.99
"Manzana a granel",24512,"2020-02-08",960,2.99
"Manzana a granel",24512,"2018-10-17",702,2.99
"Manzana a granel",24512,"2020-03-31",642,2.99
"Manzana a granel",24512,"2020-07-16",318,2.99
"Manzana a granel",24512,"2018-09-18",645.592,2.99
"Manzana a granel",24512,"2018-05-28",719,2.99
"Manzana a granel",24512,"2018-11-29",659,2.99
"Manzana a granel",24512,"2017-08-24",669,2.99
"Manzana a granel",24512,"2019-10-11",1263,2.99
"Manzana a granel",24512,"2019-10-07",830,2.99
"Manzana a granel",24512,"2019-06-29",522,2.99
"Manzana a granel",24512,"2020-03-16",971,2.99
"Manzana a granel",24512,"2017-11-06",789,2.99
"Manzana a granel",24512,"2018-05-07",807.899,2.99
"Manzana a granel",24512,"2020-09-10",376.894,2.99
"Manzana a granel",24512,"2017-12-23",882,2.99
"Manzana a granel",24512,"2020-07-09",334,2.99
"Manzana a granel",24512,"2018-10-25",707,2.99
"Manzana a granel",24512,"2018-05-15",752.817,2.99
"Manzana a granel",24512,"2018-03-08",626,2.99
"Manzana a granel",24512,"2019-11-14",783,2.99
"Manzana a granel",24512,"2019-04-27",669,2.99
"Manzana a granel",24512,"2018-07-13",563,2.99
"Manzana a granel",24512,"2018-04-04",711,2.99
"Manzana a granel",24512,"2018-12-05",915,2.99
"Manzana a granel",24512,"2020-08-10",408,2.99
"Manzana a granel",24512,"2017-09-08",682,2.99
"Manzana a granel",24512,"2019-04-15",604,2.99
"Manzana a granel",24512,"2020-02-26",840,2.99
"Manzana a granel",24512,"2018-05-26",763.069,2.99
"Manzana a granel",24512,"2018-05-09",765,2.99
"Manzana a granel",24512,"2019-02-27",664,2.99
"Manzana a granel",24512,"2020-05-06",612,2.99
"Manzana a granel",24512,"2018-06-20",1139,2.99
"Manzana a granel",24512,"2018-01-30",656,2.99
"Manzana a granel",24512,"2019-01-11",549,2.99
"Manzana a granel",24512,"2017-10-27",707,2.99
"Manzana a granel",24512,"2018-03-03",900,2.99
"Manzana a granel",24512,"2020-08-12",342,2.99
"Manzana a granel",24512,"2018-12-18",643,2.99
"Manzana a granel",24512,"2019-03-05",538,2.99
"Manzana a granel",24512,"2017-09-26",727,2.99
"Manzana a granel",24512,"2020-02-11",682,2.99
"Manzana a granel",24512,"2020-09-12",482.879,2.99
"Manzana a granel",24512,"2019-04-08",579,2.99
"Manzana a granel",24512,"2018-01-29",787,2.99
"Manzana a granel",24512,"2017-11-13",773,2.99
"Manzana a granel",24512,"2019-01-02",587,2.99
"Manzana a granel",24512,"2019-03-08",468,2.99
"Manzana a granel",24512,"2020-07-13",429,2.99
"Manzana a granel",24512,"2019-03-23",734,2.99
"Manzana a granel",24512,"2018-02-22",666,2.99
"Manzana a granel",24512,"2018-07-19",617.087,2.99
"Manzana a granel",24512,"2019-12-04",839,2.99
"Manzana a granel",24512,"2018-07-14",708,2.99
"Manzana a granel",24512,"2020-08-13",378,2.99
"Manzana a granel",24512,"2020-01-20",893,2.99
"Manzana a granel",24512,"2020-08-01",403,2.99
"Manzana a granel",24512,"2017-12-22",739,2.99
"Manzana a granel",24512,"2017-11-16",738,2.99
"Manzana a granel",24512,"2020-01-03",792,2.99
"Manzana a granel",24512,"2017-08-23",662,2.99
"Manzana a granel",24512,"2018-09-22",716,2.99
"Manzana a granel",24512,"2019-06-13",600,2.99
"Manzana a granel",24512,"2020-02-10",829,2.99
"Manzana a granel",24512,"2019-07-04",513.5,2.99
"Manzana a granel",24512,"2017-11-27",834,2.99
"Manzana a granel",24512,"2020-02-29",995,2.99
"Manzana a granel",24512,"2019-03-20",587.981,2.99
"Manzana a granel",24512,"2017-10-28",987,2.99
"Manzana a granel",24512,"2017-12-04",775,2.99
"Manzana a granel",24512,"2019-10-15",823,2.99
"Manzana a granel",24512,"2019-03-27",555,2.99
"Manzana a granel",24512,"2019-05-08",492,2.99
"Manzana a granel",24512,"2019-02-11",605,2.99
"Manzana a granel",24512,"2020-05-28",413,2.99
"Manzana a granel",24512,"2019-12-11",813,2.99
"Manzana a granel",24512,"2017-09-11",781,2.99
"Manzana a granel",24512,"2020-04-21",643,2.99
"Manzana a granel",24512,"2020-02-07",696,2.99
"Manzana a granel",24512,"2018-04-05",690,2.99
"Manzana a granel",24512,"2020-03-20",814,2.99
"Manzana a granel",24512,"2018-05-25",652,2.99
"Manzana a granel",24512,"2017-11-29",775,2.99
"Manzana a granel",24512,"2019-11-27",815,2.99
"Manzana a granel",24512,"2019-11-09",924,2.99
"Manzana a granel",24512,"2020-06-16",412,2.99
"Manzana a granel",24512,"2020-02-14",736,2.99
"Manzana a granel",24512,"2019-10-08",732,2.99
"Manzana a granel",24512,"2020-05-26",381,2.99
"Manzana a granel",24512,"2020-06-26",414,2.99
"Manzana a granel",24512,"2017-09-20",664,2.99
"Manzana a granel",24512,"2019-03-07",569,2.99
"Manzana a granel",24512,"2019-10-05",859,2.99
"Manzana a granel",24512,"2017-08-05",869,2.99
"Manzana a granel",24512,"2017-09-22",654,2.99
"Manzana a granel",24512,"2019-02-26",599,2.99
"Manzana a granel",24512,"2017-12-27",594,2.99
"Manzana a granel",24512,"2019-12-12",825,2.99
"Manzana a granel",24512,"2018-09-01",798,2.99
"Manzana a granel",24512,"2020-05-11",691,2.99
"Manzana a granel",24512,"2019-11-28",813,2.99
"Manzana a granel",24512,"2020-01-10",649,2.99
"Manzana a granel",24512,"2019-09-09",817,2.99
"Manzana a granel",24512,"2018-07-30",695,2.99
"Manzana a granel",24512,"2019-01-31",561,2.99
"Manzana a granel",24512,"2020-05-02",1044,2.99
"Manzana a granel",24512,"2017-08-22",556,2.99
"Manzana a granel",24512,"2019-05-21",508,2.99
"Manzana a granel",24512,"2020-06-15",460,2.99
"Manzana a granel",24512,"2019-12-27",752,2.99
"Manzana a granel",24512,"2019-08-03",461,2.99
"Manzana a granel",24512,"2017-10-06",673,2.99
"Manzana a granel",24512,"2020-02-04",789,2.99
"Manzana a granel",24512,"2019-05-22",493,2.99
"Manzana a granel",24512,"2020-07-31",395,2.99
"Manzana a granel",24512,"2020-05-30",570,2.99
"Manzana a granel",24512,"2018-09-27",628,2.99
"Manzana a granel",24512,"2017-11-28",738,2.99
"Manzana a granel",24512,"2019-07-01",521,2.99
"Manzana a granel",24512,"2017-09-06",740,2.99
"Manzana a granel",24512,"2018-12-17",679,2.99
"Manzana a granel",24512,"2020-06-20",471,2.99
"Manzana a granel",24512,"2018-09-29",908,2.99
"Manzana a granel",24512,"2019-03-22",445,2.99
"Manzana a granel",24512,"2018-01-16",727,2.99
"Manzana a granel",24512,"2019-01-15",631,2.99
"Manzana a granel",24512,"2019-06-22",656,2.99
"Manzana a granel",24512,"2018-05-12",879,2.99
"Manzana a granel",24512,"2018-02-09",602,2.99
"Manzana a granel",24512,"2017-11-08",814,2.99
"Manzana a granel",24512,"2020-09-18",337,2.99
"Manzana a granel",24512,"2018-02-17",1003,2.99
"Manzana a granel",24512,"2018-04-02",738,2.99
"Manzana a granel",24512,"2020-05-05",608,2.99
"Manzana a granel",24512,"2017-09-04",708,2.99
"Manzana a granel",24512,"2018-08-22",617,2.99
"Manzana a granel",24512,"2017-08-01",696,2.99
"Manzana a granel",24512,"2018-06-28",639,2.99
"Manzana a granel",24512,"2019-08-27",1067,2.99
"Manzana a granel",24512,"2018-07-20",581,2.99
"Manzana a granel",24512,"2018-11-09",565,2.99
"Manzana a granel",24512,"2018-09-13",647,2.99
"Manzana a granel",24512,"2018-07-26",613,2.99
"Manzana a granel",24512,"2019-08-28",869,2.99
"Manzana a granel",24512,"2019-02-08",509,2.99
"Manzana a granel",24512,"2018-09-10",723,2.99
"Manzana a granel",24512,"2020-01-07",926,2.99
"Manzana a granel",24512,"2018-08-01",596,2.99
"Manzana a granel",24512,"2017-11-17",650,2.99
"Manzana a granel",24512,"2017-12-16",881,2.99
"Manzana a granel",24512,"2019-09-06",783,2.99
"Manzana a granel",24512,"2018-10-04",625,2.99
"Manzana a granel",24512,"2018-04-14",1038,2.99
"Manzana a granel",24512,"2017-12-01",746,2.99
"Manzana a granel",24512,"2020-01-22",814,2.99
"Manzana a granel",24512,"2018-06-21",627,2.99
"Manzana a granel",24512,"2020-03-11",954,2.99
"Manzana a granel",24512,"2018-07-28",816.92,2.99
"Manzana a granel",24512,"2020-04-13",893,2.99
"Manzana a granel",24512,"2020-03-17",913,2.99
"Manzana a granel",24512,"2019-10-17",781,2.99
"Manzana a granel",24512,"2020-08-22",445,2.99
"Manzana a granel",24512,"2019-05-03",NA,2.99
"Manzana a granel",24512,"2017-09-29",670,2.99
"Manzana a granel",24512,"2019-08-06",411,2.99
"Manzana a granel",24512,"2019-12-26",771,2.99
"Manzana a granel",24512,"2020-03-27",839,2.99
"Manzana a granel",24512,"2017-08-03",630,2.99
"Manzana a granel",24512,"2019-09-18",825,2.99
"Manzana a granel",24512,"2018-10-13",700,2.99
"Manzana a granel",24512,"2018-05-16",671,2.99
"Manzana a granel",24512,"2018-11-08",652,2.99
"Manzana a granel",24512,"2018-03-14",767,2.99
"Manzana a granel",24512,"2019-06-07",554,2.99
"Manzana a granel",24512,"2018-02-21",814,2.99
"Manzana a granel",24512,"2018-04-30",1080,2.99
"Manzana a granel",24512,"2017-10-20",762,2.99
"Manzana a granel",24512,"2019-05-25",603,2.99
"Manzana a granel",24512,"2018-12-29",642,2.99
"Manzana a granel",24512,"2018-04-28",999,2.99
"Manzana a granel",24512,"2017-08-04",558,2.99
"Manzana a granel",24512,"2020-02-24",915,2.99
"Manzana a granel",24512,"2019-08-19",503,2.99
"Manzana a granel",24512,"2018-12-11",622,2.99
"Manzana a granel",24512,"2020-09-09",427,2.99
"Manzana a granel",24512,"2018-12-30",169,2.99
"Manzana a granel",24512,"2018-03-13",717,2.99
"Manzana a granel",24512,"2020-06-23",376,2.99
"Manzana a granel",24512,"2018-11-05",689.2,2.99
"Manzana a granel",24512,"2019-01-24",577,2.99
"Manzana a granel",24512,"2019-03-01",609,2.99
"Manzana a granel",24512,"2018-04-03",711,2.99
"Manzana a granel",24512,"2019-07-09",445,2.99
"Manzana a granel",24512,"2018-03-10",867,2.99
"Manzana a granel",24512,"2020-05-04",783,2.99
"Manzana a granel",24512,"2018-07-16",700,2.99
"Manzana a granel",24512,"2018-12-21",585,2.99
"Manzana a granel",24512,"2018-07-03",621,2.99
"Manzana a granel",24512,"2019-10-26",1026,2.99
"Manzana a granel",24512,"2019-09-20",709,2.99
"Manzana a granel",24512,"2019-06-25",507,2.99
"Manzana a granel",24512,"2017-09-28",709.612,2.99
"Manzana a granel",24512,"2017-09-23",864,2.99
"Manzana a granel",24512,"2018-08-18",725,2.99
"Manzana a granel",24512,"2018-01-11",699,2.99
"Manzana a granel",24512,"2018-05-03",737,2.99
"Manzana a granel",24512,"2018-05-18",676,2.99
"Manzana a granel",24512,"2018-02-19",765,2.99
"Manzana a granel",24512,"2018-10-18",623,2.99
"Manzana a granel",24512,"2020-09-01",403,2.99
"Manzana a granel",24512,"2019-04-01",631,2.99
"Manzana a granel",24512,"2019-10-25",679,2.99
"Manzana a granel",24512,"2019-01-28",677,2.99
"Manzana a granel",24512,"2018-10-29",785,2.99
"Manzana a granel",24512,"2018-08-03",571,2.99
"Manzana a granel",24512,"2019-04-12",519,2.99
"Manzana a granel",24512,"2018-06-05",690,2.99
"Manzana a granel",24512,"2018-11-21",655,2.99
"Manzana a granel",24512,"2018-02-13",691.023,2.99
"Manzana a granel",24512,"2019-12-07",979,2.99
"Manzana a granel",24512,"2019-04-30",726,2.99
"Manzana a granel",24512,"2020-07-17",418,2.99
"Manzana a granel",24512,"2019-11-16",1038,2.99
"Manzana a granel",24512,"2019-10-22",761,2.99
"Manzana a granel",24512,"2019-02-22",607.946,2.99
"Manzana a granel",24512,"2019-08-13",467,2.99
"Manzana a granel",24512,"2018-08-25",965,2.99
"Manzana a granel",24512,"2020-09-08",421,2.99
"Manzana a granel",24512,"2018-02-05",752,2.99
"Manzana a granel",24512,"2018-02-20",743,2.99
"Manzana a granel",24512,"2017-09-18",792,2.99
"Manzana a granel",24512,"2018-06-25",640.334,2.99
"Manzana a granel",24512,"2020-03-25",766,2.99
"Manzana a granel",24512,"2019-10-04",756,2.99
"Manzana a granel",24512,"2020-02-25",911,2.99
"Manzana a granel",24512,"2018-07-06",565,2.99
"Manzana a granel",24512,"2020-05-09",852,2.99
"Manzana a granel",24512,"2017-09-12",785,2.99
"Manzana a granel",24512,"2018-11-03",805,2.99
"Manzana a granel",24512,"2018-12-26",540,2.99
"Manzana a granel",24512,"2017-08-29",671.786,2.99
"Manzana a granel",24512,"2019-03-25",677,2.99
"Manzana a granel",24512,"2020-09-05",484,2.99
"Manzana a granel",24512,"2019-07-27",613.684,2.99
"Manzana a granel",24512,"2019-11-11",893,2.99
"Manzana a granel",24512,"2020-03-06",699,2.99
"Manzana a granel",24512,"2017-12-02",979,2.99
"Manzana a granel",24512,"2019-05-18",591,2.99
"Manzana a granel",24512,"2019-04-29",538,2.99
"Manzana a granel",24512,"2018-04-10",623.112,2.99
"Manzana a granel",24512,"2017-12-24",691,2.99
"Manzana a granel",24512,"2019-05-09",526,2.99
"Manzana a granel",24512,"2019-05-15",580,2.99
"Manzana a granel",24512,"2017-11-11",769,2.99
"Manzana a granel",24512,"2020-02-19",798,2.99
"Manzana a granel",24512,"2019-12-02",763,2.99
"Manzana a granel",24512,"2020-07-07",358,2.99
"Manzana a granel",24512,"2018-01-23",847,2.99
"Manzana a granel",24512,"2020-02-28",768,2.99
"Manzana a granel",24512,"2019-03-16",671,2.99
"Manzana a granel",24512,"2018-10-19",628,2.99
"Manzana a granel",24512,"2019-03-21",572.981,2.99
"Manzana a granel",24512,"2019-08-05",540,2.99
"Manzana a granel",24512,"2020-07-24",417,2.99
"Manzana a granel",24512,"2018-09-15",841,2.99
"Manzana a granel",24512,"2020-08-08",468,2.99
"Manzana a granel",24512,"2018-05-23",614,2.99
"Manzana a granel",24512,"2019-03-06",551,2.99
"Manzana a granel",24512,"2018-07-23",701,2.99
"Manzana a granel",24512,"2018-02-12",797,2.99
"Manzana a granel",24512,"2020-09-15",371,2.99
"Manzana a granel",24512,"2020-04-20",642,2.99
"Manzana a granel",24512,"2020-07-14",353,2.99
"Manzana a granel",24512,"2019-09-11",855,2.99
"Manzana a granel",24512,"2020-07-08",339,2.99
"Manzana a granel",24512,"2019-09-07",1054,2.99
"Manzana a granel",24512,"2017-11-15",768,2.99
"Manzana a granel",24512,"2017-09-15",632,2.99
"Manzana a granel",24512,"2018-02-03",947,2.99
"Manzana a granel",24512,"2020-03-21",937,2.99
"Manzana a granel",24512,"2019-02-28",586,2.99
"Manzana a granel",24512,"2017-09-25",819,2.99
"Manzana a granel",24512,"2018-03-23",645,2.99
"Manzana a granel",24512,"2017-09-03",87,2.99
"Manzana a granel",24512,"2018-04-20",654.112,2.99
"Manzana a granel",24512,"2019-09-30",872,2.99
"Manzana a granel",24512,"2020-04-18",1003,2.99
"Manzana a granel",24512,"2018-09-03",742.99,2.99
"Manzana a granel",24512,"2018-01-05",1090.802,2.99
"Manzana a granel",24512,"2019-12-10",906,2.99
"Manzana a granel",24512,"2019-09-21",968,2.99
"Manzana a granel",24512,"2018-05-19",910,2.99
"Manzana a granel",24512,"2019-08-14",700,2.99
"Manzana a granel",24512,"2020-06-11",362,2.99
"Manzana a granel",24512,"2018-01-31",719,2.99
"Manzana a granel",24512,"2019-08-08",454,2.99
"Manzana a granel",24512,"2019-06-18",501,2.99
"Manzana a granel",24512,"2020-03-24",696,2.99
"Manzana a granel",24512,"2019-02-05",577,2.99
"Manzana a granel",24512,"2018-04-16",872.69,2.99
"Manzana a granel",24512,"2019-03-15",557,2.99
"Manzana a granel",24512,"2020-02-20",793,2.99
"Manzana a granel",24512,"2018-04-07",937.112,2.99
"Manzana a granel",24512,"2017-09-30",880,2.99
"Manzana a granel",24512,"2019-02-25",676,2.99
"Manzana a granel",24512,"2018-12-27",623,2.99
"Manzana a granel",24512,"2017-11-23",721,2.99
"Manzana a granel",24512,"2018-03-26",810,2.99
"Manzana a granel",24512,"2018-02-15",638,2.99
"Manzana a granel",24512,"2019-12-20",699,2.99
"Manzana a granel",24512,"2019-10-10",698,2.99
"Manzana a granel",24512,"2018-04-06",721,2.99
"Manzana a granel",24512,"2017-10-21",967,2.99
"Manzana a granel",24512,"2020-06-22",460,2.99
"Manzana a granel",24512,"2020-06-04",512,2.99
"Manzana a granel",24512,"2020-04-29",545,2.99
"Manzana a granel",24512,"2017-08-18",635,2.99
"Manzana a granel",24512,"2018-11-16",654,2.99
"Manzana a granel",24512,"2019-05-04",669,2.99
"Manzana a granel",24512,"2020-05-19",630,2.99
"Manzana a granel",24512,"2020-01-04",1141,2.99
"Manzana a granel",24512,"2020-08-19",361,2.99
"Manzana a granel",24512,"2019-12-18",805,2.99
"Manzana a granel",24512,"2019-08-21",813,2.99
"Manzana a granel",24512,"2018-12-01",778,2.99
"Manzana a granel",24512,"2018-03-15",737,2.99
"Manzana a granel",24512,"2018-04-18",642,2.99
"Manzana a granel",24512,"2019-06-11",618,2.99
"Manzana a granel",24512,"2019-02-04",604,2.99
"Manzana a granel",24512,"2019-07-24",508,2.99
"Manzana a granel",24512,"2018-09-24",720.512,2.99
"Manzana a granel",24512,"2019-11-21",748,2.99
"Manzana a granel",24512,"2017-08-07",749,2.99
"Manzana a granel",24512,"2019-07-30",506,2.99
"Manzana a granel",24512,"2019-12-05",870,2.99
"Manzana a granel",24512,"2019-09-25",867,2.99
"Manzana a granel",24512,"2019-05-16",484,2.99
"Manzana a granel",24512,"2020-01-08",822,2.99
"Manzana a granel",24512,"2019-07-25",447,2.99
"Manzana a granel",24512,"2018-10-26",611,2.99
"Manzana a granel",24512,"2020-02-05",812,2.99
"Manzana a granel",24512,"2019-10-01",785,2.99
"Manzana a granel",24512,"2018-10-03",683,2.99
"Manzana a granel",24512,"2019-06-01",688,2.99
"Manzana a granel",24512,"2019-02-07",586,2.99
"Manzana a granel",24512,"2018-03-17",816,2.99
"Manzana a granel",24512,"2018-05-14",712,2.99
"Manzana a granel",24512,"2019-08-23",753,2.99
"Manzana a granel",24512,"2017-09-27",747,2.99
"Manzana a granel",24512,"2018-05-05",990,2.99
"Manzana a granel",24512,"2019-08-24",1230,2.99
"Manzana a granel",24512,"2017-08-14",991,2.99
"Manzana a granel",24512,"2017-11-14",829,2.99
"Manzana a granel",24512,"2017-11-24",694,2.99
"Manzana a granel",24512,"2019-08-31",903,2.99
"Manzana a granel",24512,"2020-08-21",389,2.99
"Manzana a granel",24512,"2020-01-13",861,2.99
"Manzana a granel",24512,"2018-09-14",606,2.99
"Manzana a granel",24512,"2018-08-30",694,2.99
"Manzana a granel",24512,"2018-07-12",625,2.99
"Manzana a granel",24512,"2018-10-22",770,2.99
"Manzana a granel",24512,"2018-03-09",610,2.99
"Manzana a granel",24512,"2020-04-08",1156,2.99
"Manzana a granel",24512,"2017-08-02",678,2.99
"Manzana a granel",24512,"2019-05-06",568,2.99
"Manzana a granel",24512,"2020-03-26",706,2.99
"Manzana a granel",24512,"2019-04-06",666,2.99
"Manzana a granel",24512,"2017-10-17",737,2.99
"Manzana a granel",24512,"2017-08-19",1044,2.99
"Manzana a granel",24512,"2020-08-25",476,2.99
"Manzana a granel",24512,"2018-11-23",629,2.99
"Manzana a granel",24512,"2018-03-16",662,2.99
"Manzana a granel",24512,"2017-12-13",728.047,2.99
"Manzana a granel",24512,"2019-12-19",615,2.99
"Manzana a granel",24512,"2020-09-14",434,2.99
"Manzana a granel",24512,"2019-11-25",869,2.99
"Manzana a granel",24512,"2019-06-26",468,2.99
"Manzana a granel",24512,"2018-06-30",851,2.99
"Manzana a granel",24512,"2020-08-04",391,2.99
"Manzana a granel",24512,"2018-03-07",763,2.99
"Manzana a granel",24512,"2017-10-26",806.06,2.99
"Manzana a granel",24512,"2019-09-03",719,2.99
"Manzana a granel",24512,"2019-11-06",819,2.99
"Manzana a granel",24512,"2020-01-17",683,2.99
"Manzana a granel",24512,"2020-01-09",801,2.99
"Manzana a granel",24512,"2019-07-11",455.1,2.99
"Manzana a granel",24512,"2020-07-06",417,2.99
"Manzana a granel",24512,"2019-02-18",686,2.99
"Manzana a granel",24512,"2019-10-14",962,2.99
"Manzana a granel",24512,"2017-09-16",847,2.99
"Manzana a granel",24512,"2017-11-20",799,2.99
"Manzana a granel",24512,"2019-02-15",528,2.99
"Manzana a granel",24512,"2019-11-04",880,2.99
"Manzana a granel",24512,"2018-08-17",586.779,2.99
"Manzana a granel",24512,"2018-06-02",1016,2.99
"Manzana a granel",24512,"2019-04-22",741,2.99
"Manzana a granel",24512,"2019-02-02",706,2.99
"Manzana a granel",24512,"2018-06-01",606,2.99
"Manzana a granel",24512,"2018-04-17",708,2.99
"Manzana a granel",24512,"2019-03-14",576,2.99
"Manzana a granel",24512,"2020-04-14",756,2.99
"Manzana a granel",24512,"2019-01-16",582,2.99
"Manzana a granel",24512,"2020-06-30",354,2.99
"Manzana a granel",24512,"2018-06-23",1128,2.99
"Manzana a granel",24512,"2018-02-23",720,2.99
"Manzana a granel",24512,"2019-07-19",497,2.99
"Manzana a granel",24512,"2018-07-27",559,2.99
"Manzana a granel",24512,"2018-11-14",653,2.99
"Manzana a granel",24512,"2020-01-02",686,2.99
"Manzana a granel",24512,"2018-09-04",648,2.99
"Manzana a granel",24512,"2019-03-18",651,2.99
"Manzana a granel",24512,"2020-09-02",358,2.99
